ABS,24hQC,24hQCOA,24hQCCALB,24hOACALB,24hS1,24hS2
2931.551209,-0.015495,0.194903,0.052247,0.167688,0.169001,0.149785
2933.414878,-0.015961,0.175782,0.050632,0.14993,0.151483,0.134198
2935.278547,-0.01617,0.157556,0.048859,0.132498,0.134306,0.119401
2937.142216,-0.016455,0.141102,0.047379,0.116979,0.118947,0.105893
2939.005885,-0.017193,0.126407,0.045792,0.102903,0.104855,0.092772
2940.869554,-0.017377,0.114457,0.044848,0.091968,0.093761,0.082172
2942.733222,-0.017665,0.104712,0.042717,0.082157,0.084191,0.073282
2944.596891,-0.017925,0.097193,0.04089,0.074322,0.076815,0.066482
2946.46056,-0.017909,0.091573,0.038814,0.068781,0.071451,0.061255
2948.324229,-0.017662,0.088231,0.036756,0.066041,0.068256,0.058647
2950.187898,-0.017766,0.086581,0.034045,0.064251,0.066117,0.056685
2952.051567,-0.017624,0.085773,0.031687,0.063154,0.065197,0.055289
2953.915236,-0.017617,0.084456,0.028817,0.061242,0.06335,0.053923
2955.778905,-0.017895,0.082425,0.026407,0.05847,0.061012,0.052305
2957.642574,-0.017813,0.078894,0.023944,0.054591,0.057152,0.048565
